cond,utt_id,speaker,wer,sub,del,ins,cer,hyp
cosyvoice3,7729-102255-0001,7729,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4,"This was at the March election, 1855."
real,7729-102255-0042,7729,0.0,0.0,0.0,0.0,0.0,relocated footnote governor robinson being on his way east the steamboat on which he was traveling stopped at lexington missouri
f5tts,7729-102255-0042,7729,0.0,0.0,0.0,0.0,0.0,"Relocated footnote Governor Robinson being on his way east the steamboat on  which he was traveling stopped at Lexington, Missouri."
xtts,7729-102255-0042,7729,0.0,0.0,0.0,0.0,0.0,"Relocated, footnote Governor Robinson, being on his way east the steamboat on which he was traveling, stopped at Lexington, Missouri."
chatterbox,7729-102255-0042,7729,0.0,0.0,0.0,0.0,0.0,"Relocated footnote. Governor Robinson being on his way east, the steamboat on which he was traveling stopped at Lexington, Missouri."
indextts,7729-102255-0042,7729,0.0,0.0,0.0,0.0,0.0,"Relocated footnote Governor Robinson, being on his way east the steamboat on which he was traveling, stopped at Lexington, Missouri."
cosyvoice3,7729-102255-0042,7729,0.1,0.1,0.0,0.0,0.0859375,relic footnote governor robinson being on his way east the steamboat on which he was traveling stopped at lexington mo
real,7729-102255-0021,7729,0.0,0.0,0.0,0.0,0.0,but the affair was magnified as a crowning proof that the free state men were insurrectionists and outlaws
f5tts,7729-102255-0021,7729,0.0,0.0,0.0,0.0,0.0,BUT THE AFFAIR WAS MAGNIFIED AS A CROWNING PROOF THAT THE FREE STATE MEN WERE INSURRECTIONISTS  AND OUTLAWS.
xtts,7729-102255-0021,7729,0.0,0.0,0.0,0.0,0.0,but the affair was magnified as a crowning proof  that the Free State men were insurrectionists and outlaws.
chatterbox,7729-102255-0021,7729,0.0,0.0,0.0,0.0,0.0,but the affair was magnified as a crowning proof that the free state men were insurrectionists and outlaws
indextts,7729-102255-0021,7729,0.0,0.0,0.0,0.0,0.0,but the affair was magnified as a crowning proof  that the Free State men were insurrectionists and outlaws.
cosyvoice3,7729-102255-0021,7729,0.0,0.0,0.0,0.0,0.0,but the affair was magnified as a crowning proof that the Free State men were insurrectionists and outlaws.
real,7729-102255-0038,7729,0.0,0.0,0.0,0.0,0.0,atchison who had been haranguing the mob planted his two guns before the building and trained them upon it
f5tts,7729-102255-0038,7729,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0188679245283018,"Acheson, who had been haranguing the mob, planted his two guns before the building and  trained them upon it."
xtts,7729-102255-0038,7729,0.0,0.0,0.0,0.0,0.0,"Atchison, who had been haranguing the mob, planted his two guns before the building,  and trained them upon it."
chatterbox,7729-102255-0038,7729,0.0,0.0,0.0,0.0,0.0,atchison who had been haranguing the mob planted his two guns before the building and trained them upon it
indextts,7729-102255-0038,7729,0.0,0.0,0.0,0.0,0.0,"Atchison, who had been haranguing the mob, planted his two guns before the building and  trained them upon it."
cosyvoice3,7729-102255-0038,7729,0.0,0.0,0.0,0.0,0.0,"Atchison, who had been haranguing the mob, planted his two guns before the building and  trained them upon it."
real,7729-102255-0012,7729,0.0,0.0,0.0,0.0,0.0,Several hundred Free State men promptly responded to the summons.
f5tts,7729-102255-0012,7729,0.0,0.0,0.0,0.0,0.0,Several hundred Free State men promptly responded to the summons.
xtts,7729-102255-0012,7729,0.0,0.0,0.0,0.0,0.0,Several hundred Free State men promptly responded to the summons.
chatterbox,7729-102255-0012,7729,0.0,0.0,0.0,0.0,0.0,Several hundred Free State men promptly responded to the summons.
indextts,7729-102255-0012,7729,0.0,0.0,0.0,0.0,0.0,several hundred free state men promptly responded to the summons
cosyvoice3,7729-102255-0012,7729,0.0,0.0,0.0,0.0,0.0,Several hundred Free State men promptly responded to the summons.
real,7729-102255-0033,7729,0.0,0.0,0.0,0.0,0.0,"As he had promised to protect the hotel, the reassured citizens began to laugh at their own fears."
f5tts,7729-102255-0033,7729,0.0,0.0,0.0,0.0,0.0,"As he had promised to protect the hotel, the reassured citizens began to laugh at their own fears."
xtts,7729-102255-0033,7729,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"As he had promised to protect the hotel, the reassured citizens began to laugh at their  own fears.  It's in Sir Rod Cranston's mind."
chatterbox,7729-102255-0033,7729,0.0,0.0,0.0,0.0,0.0,as he had promised to protect the hotel the reassured citizens began to laugh at their own fears
indextts,7729-102255-0033,7729,0.0,0.0,0.0,0.0,0.0,"As he had promised to protect the hotel, the reassured citizens began to laugh at their own fears."
cosyvoice3,7729-102255-0033,7729,0.0,0.0,0.0,0.0,0.0,"As he had promised to protect the hotel, the reassured citizens began to laugh at their own fears."
real,7729-102255-0029,7729,0.0,0.0,0.0,0.0,0.0,"Ten days were consumed in these negotiations, but the spirit of vengeance refused to yield."
f5tts,7729-102255-0029,7729,0.0,0.0,0.0,0.0,0.0,"Ten days were consumed in these negotiations, but the spirit of vengeance refused to yield."
xtts,7729-102255-0029,7729,0.0,0.0,0.0,0.0,0.0,"Ten days were consumed in these negotiations, but the spirit of vengeance refused to yield."
chatterbox,7729-102255-0029,7729,0.0,0.0,0.0,0.0,0.0,"Ten days were consumed in these negotiations, but the spirit of vengeance refused to yield."
indextts,7729-102255-0029,7729,0.0,0.0,0.0,0.0,0.0,"Ten days were consumed in these negotiations, but the spirit of vengeance refused to yield."
cosyvoice3,7729-102255-0029,7729,0.0,0.0,0.0,0.0,0.0,"Ten days were consumed in these negotiations, but the spirit of vengeance refused to yield."
real,7729-102255-0005,7729,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0256410256410256,This was a formable array of advantages.  Slavery was playing with loaded dice.
f5tts,7729-102255-0005,7729,0.0,0.0,0.0,0.0,0.0,This was a formidable array of advantages slavery was playing with loaded dice.
xtts,7729-102255-0005,7729,0.0,0.0,0.0,0.0,0.0,This was a formidable array of advantages.  Slavery was playing with loaded dice.
chatterbox,7729-102255-0005,7729,0.0,0.0,0.0,0.0,0.0,This was a formidable array of advantages slavery was playing with loaded dice.
indextts,7729-102255-0005,7729,0.0,0.0,0.0,0.0,0.0,This was a formidable array of advantages. Slavery was playing with loaded dice.
cosyvoice3,7729-102255-0005,7729,0.0,0.0,0.0,0.0,0.0,This was a formidable array of advantages.  Slavery was playing with loaded dice.
real,2300-131720-0041,2300,0.0,0.0,0.0,0.0,0.0,We had meters in which there were two bottles of liquid.
f5tts,2300-131720-0041,2300,0.0,0.0,0.0,0.0,0.0,We had meters in which there were two bottles of liquid.
xtts,2300-131720-0041,2300,0.0,0.0,0.0,0.0,0.0,We had meters in which there were two bottles of liquid.
chatterbox,2300-131720-0041,2300,0.0,0.0,0.0,0.0,0.0,we had meters in which there were two bottles of liquid
indextts,2300-131720-0041,2300,0.0,0.0,0.0,0.0,0.0,We had meters in which there were two bottles of liquid.
cosyvoice3,2300-131720-0041,2300,0.0,0.0,0.0,0.0,0.0,We had meters in which there were two bottles of liquid.
real,2300-131720-0006,2300,0.0,0.0,0.0,0.0,0.0,There seems no good reason for believing that it will change.
f5tts,2300-131720-0006,2300,0.0,0.0,0.0,0.0,0.0,There seems no good reason for believing that it will change.
xtts,2300-131720-0006,2300,0.0,0.0,0.0,0.0,0.0,There seems no good reason for believing that it will change.
chatterbox,2300-131720-0006,2300,0.0,0.0,0.0,0.0,0.0,There seems no good reason for believing that it will change.
indextts,2300-131720-0006,2300,0.0,0.0,0.0,0.0,0.0,There seems no good reason for believing that it will change.
cosyvoice3,2300-131720-0006,2300,0.0,0.0,0.0,0.0,0.0,There seems no good reason for believing that it will change.
real,2300-131720-0030,2300,0.0,0.0,0.0,0.0,0.0,the principle employed in the edison electrolytic meter is that which exemplifies the power of electricity to decompose a chemical substance
f5tts,2300-131720-0030,2300,0.0,0.0,0.0,0.0,0.0,The principle employed in the Edison electrolytic meter is that which exemplifies the power of electricity to decompose a chemical substance.
xtts,2300-131720-0030,2300,0.0,0.0,0.0,0.0,0.0,The principle employed in the Edison electrolytic meter is that which exemplifies the power  of electricity to decompose a chemical substance.
chatterbox,2300-131720-0030,2300,0.0,0.0,0.0,0.0,0.0,The principle employed in the Edison electrolytic meter is that which exemplifies the power of electricity to decompose a chemical substance.
indextts,2300-131720-0030,2300,0.0,0.0,0.0,0.0,0.0,The principle employed in the Edison electrolytic meter is that which exemplifies the power  of electricity to decompose a chemical substance.
cosyvoice3,2300-131720-0030,2300,0.0,0.0,0.0,0.0,0.0,The principle employed in the Edison electrolytic meter is that which exemplifies the power of electricity to decompose a chemical substance.
real,2300-131720-0037,2300,0.0,0.0,0.0,0.0,0.0,"He weighed and re-weighed the meter plates, and pursued every line of investigation imaginable, but all in vain."
f5tts,2300-131720-0037,2300,0.0,0.0,0.0,0.0,0.0,"He weighed and reweighed the meter plates and pursued every line of investigation imaginable, but all in vain."
xtts,2300-131720-0037,2300,0.0,0.0,0.0,0.0,0.0,"He weighed and reweighed the meter plates and pursued every line of investigation imaginable,  but all in vain."
chatterbox,2300-131720-0037,2300,0.0,0.0,0.0,0.0,0.0,"He weighed and reweighed the meter plates and pursued every line of investigation imaginable, but all in vain."
indextts,2300-131720-0037,2300,0.0,0.0,0.0,0.0,0.0,he weighed and reweighed the meter plates and pursued every line of investigation imaginable but all in vain
cosyvoice3,2300-131720-0037,2300,0.0,0.0,0.0,0.0,0.0,"He weighed and reweighed the meter plates and pursued every line of investigation imaginable, but all in vain."
real,2300-131720-0009,2300,0.0,0.0,0.0,0.0,0.0,"For some years, it was not found feasible to operate motors on alternating current circuits,  and that reason was often urged against it seriously."
f5tts,2300-131720-0009,2300,0.0,0.0,0.0,0.0,0.0,"For some years it was not found feasible to operate motors on alternating current circuits,  and that reason was often urged against it seriously."
xtts,2300-131720-0009,2300,0.0,0.0,0.0,0.0,0.0,"For some years it was not found feasible to operate motors on alternating current circuits,  and that reason was often urged against it seriously."
chatterbox,2300-131720-0009,2300,0.0,0.0,0.0,0.0,0.0,"For some years it was not found feasible to operate motors on alternating current circuits,  and that reason was often urged against it seriously."
indextts,2300-131720-0009,2300,0.0,0.0,0.0,0.0,0.0,for some years it was not found feasible to operate motors on alternating current circuits and that reason was often urged against it seriously
cosyvoice3,2300-131720-0009,2300,0.0,0.0,0.0,0.0,0.0,For some years it was not found feasible to operate motors on alternating current circuits and that reason was often urged against it seriously.
real,2300-131720-0027,2300,0.0,0.0,0.0,0.0,0.0,"Edison held that the electricity sold must be measured just like  gas or water, and he proceeded to develop a meter."
f5tts,2300-131720-0027,2300,0.0,0.0,0.0,0.0,0.0,"Edison held that the electricity sold must be measured just like gas or water,  and he proceeded to develop a meter."
xtts,2300-131720-0027,2300,0.0,0.0,0.0,0.0,0.0,"Edison held that the electricity sold must be measured just like gas or water, and he  proceeded to develop a meter."
chatterbox,2300-131720-0027,2300,0.0,0.0,0.0,0.0,0.0,edison held that the electricity sold must be measured just like gas or water and he proceeded to develop a meter
indextts,2300-131720-0027,2300,0.0,0.0,0.0,0.0,0.0,edison held that the electricity sold must be measured just like gas or water and he proceeded to develop a meter
cosyvoice3,2300-131720-0027,2300,0.0,0.0,0.0,0.0,0.0,"Edison held that the electricity sold must be measured just like gas or water,  and he proceeded to develop a meter."
real,2300-131720-0034,2300,0.0,0.0,0.0,0.0,0.0,"the others having been in operation too short a time to show definite results,  although they also went quickly to a dividend basis."
f5tts,2300-131720-0034,2300,0.0,0.0,0.0,0.0,0.0,"The others having been in operation too short a time to show definite results, although they also went quickly to a dividend basis."
xtts,2300-131720-0034,2300,0.0,0.0,0.0,0.0,0.0,"the others having been in operation too short a time to show definite results,  although they also went quickly to a dividend basis."
chatterbox,2300-131720-0034,2300,0.0,0.0,0.0,0.0,0.0,"the others having been in operation too short a time to show definite results,  although they also went quickly to a dividend basis."
indextts,2300-131720-0034,2300,0.0,0.0,0.0,0.0,0.0,the others having been in operation too short a time to show definite results although they also went quickly to a dividend basis
cosyvoice3,2300-131720-0034,2300,0.0,0.0,0.0,0.0,0.0,the others having been in operation too short a time to show definite results although they also went quickly to a dividend basis
real,2300-131720-0015,2300,0.0,0.0,0.0,0.0,0.0,"He obtained the desired speed and load with a friction brake, also regulator of speed, but waited for an indicator to verify it."
f5tts,2300-131720-0015,2300,0.0,0.0,0.0,0.0,0.0,"He obtained the desired speed and load with a friction brake, also regulator of speed, but waited for an indicator to verify it."
xtts,2300-131720-0015,2300,0.0,0.0,0.0,0.0,0.0,He obtained the desired speed and load with a friction brake also regulator of speed but waited for an indicator to verify it.
chatterbox,2300-131720-0015,2300,0.0,0.0,0.0,0.0,0.0,"He obtained the desired speed and load with a friction brake, also regulator of speed,  but waited for an indicator to verify it."
indextts,2300-131720-0015,2300,0.0,0.0,0.0,0.0,0.0,he obtained the desired speed and load with a friction brake also regulator of speed but waited for an indicator to verify it
cosyvoice3,2300-131720-0015,2300,0.0,0.0,0.0,0.0,0.0,He obtained the desired speed and load with a friction brake also regulator of speed but waited for an indicator to verify it
real,2300-131720-0024,2300,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0136986301369863,"But the plant ran, and it was the first three-wire station in this country."
f5tts,2300-131720-0024,2300,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0136986301369863,but the plant ran and it was the first three-wire station in this country.
xtts,2300-131720-0024,2300,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0136986301369863,"But the plant ran, and it was the first three-wire station in this country."
chatterbox,2300-131720-0024,2300,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0136986301369863,"But the plant ran, and it was the first three-wire station in this country."
indextts,2300-131720-0024,2300,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0136986301369863,"But the plant ran, and it was the first three-wire station in this country."
cosyvoice3,2300-131720-0024,2300,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0136986301369863,"But the plant ran, and it was the first three-wire station in this country."
